Epoch,Error,Time
12300,119.16179512642105,00:00:17.804
12400,119.14626305286376,00:00:17.942
12500,119.13097504104795,00:00:18.081
12600,119.11592580907246,00:00:18.224
12700,119.10111021760399,00:00:18.361
12800,119.0865232659253,00:00:18.500
12900,119.0721600879689,00:00:18.638
13000,119.0580159483657,00:00:18.778
13100,119.04408623849858,00:00:18.936
13200,119.03036647258332,00:00:19.118
13300,119.01685228378759,00:00:19.297
13400,119.00353942039219,00:00:19.479
13500,118.99042374201784,00:00:19.655
13600,118.97750121591422,00:00:19.840
13700,118.9647679133107,00:00:19.996
13800,118.95222000586395,00:00:20.142
13900,118.93985376218045,00:00:20.290
14000,118.92766554444049,00:00:20.440
14100,118.91565180509699,00:00:20.580
14200,118.90380908370861,00:00:20.723
14300,118.89213400384045,00:00:20.868
14400,118.88062327008616,00:00:21.012
14500,118.8692736651938,00:00:21.163
14600,118.85808204729544,00:00:21.303
14700,118.84704534723971,00:00:21.444
14800,118.83616056603704,00:00:21.588
14900,118.82542477239825,00:00:21.728
15000,118.81483510038504,00:00:21.866
15100,118.80438874714709,00:00:22.002
15200,118.79408297077497,00:00:22.142
15300,118.78391508823333,00:00:22.283
15400,118.77388247338463,00:00:22.423
15500,118.7639825551138,00:00:22.567
15600,118.7542128155312,00:00:22.703
15700,118.74457078825075,00:00:22.841
15800,118.73505405676028,00:00:22.978
15900,118.72566025285379,00:00:23.115
16000,118.71638705514448,00:00:23.252
16100,118.70723218764347,00:00:23.388
16200,118.69819341839869,00:00:23.524
16300,118.6892685582053,00:00:23.663
16400,118.68045545935776,00:00:23.804
16500,118.67175201447964,00:00:23.945
16600,118.66315615538652,00:00:24.098
16700,118.65466585201057,00:00:24.215
16800,118.64627911136526,00:00:24.311
16900,118.63799397656064,00:00:24.403
17000,118.62980852585468,00:00:24.495
17100,118.62172087175321,00:00:24.588
17200,118.61372916014088,00:00:24.680
17300,118.60583156945059,00:00:24.774
17400,118.59802630987228,00:00:24.866
17500,118.59031162258893,00:00:24.956
17600,118.58268577904461,00:00:25.046
17700,118.57514708025559,00:00:25.144
17800,118.56769385612347,00:00:25.256
17900,118.56032446481107,00:00:25.357
18000,118.55303729211656,00:00:25.455
18100,118.54583075088706,00:00:25.549
18200,118.53870328045926,00:00:25.640
18300,118.53165334612059,00:00:25.733
18400,118.52467943858535,00:00:25.824
18500,118.51778007351446,00:00:25.931
18600,118.51095379103612,00:00:26.039
18700,118.50419915530198,00:00:26.136
18800,118.49751475406076,00:00:26.234
18900,118.49089919824387,00:00:26.330
19000,118.4843511215832,00:00:26.421
19100,118.47786918024428,00:00:26.515
19200,118.47145205246774,00:00:26.612
19300,118.46509843824407,00:00:26.716
19400,118.45880705899376,00:00:26.838
19500,118.45257665727163,00:00:26.942
